task	model	cond	replica	prog_cc	solution_cc	solution_human_comp	Short name	EvalPlus Leaderboard position	Parameters (B)	Size (GB)	Licence	n_tests	n_TP	n_TN	n_FP	n_FN	n_Error	n_Pass	n_Fail	n_tests_manual	n_TP_manual	n_TN_manual	n_FP_manual	n_FN_manual	n_Error_manual	n_Pass_manual	n_Fail_manual	n_tests_auto	n_TP_auto	n_TN_auto	n_FP_auto	n_FN_auto	n_Error_auto	n_Pass_auto	n_Fail_auto	p_Pass	p_Fail	p_TP	p_TN	p_FP	p_FN	p_Error	p_Pass_manual	p_Fail_manual	p_TP_manual	p_TN_manual	p_FP_manual	p_FN_manual	p_Error_manual	p_Pass_auto	p_Fail_auto	p_TP_auto	p_TN_auto	p_FP_auto	p_FN_auto	p_Error_auto
HE111	athene-v2-chat	pre	6	8	3	Q	Athene		72.7	271	open	85	10	75	0	0	0	85	0	11	3	8	0	0	0	11	0	74	7	67	0	0	0	74	0	1	0	0.117647058823529	0.882352941176471	0	0	0	1	0	0.272727272727273	0.727272727272727	0	0	0	1	0	0.0945945945945946	0.905405405405405	0	0	0
HE111	athene-v2-chat	pre	7	8	3	Q	Athene		72.7	271	open	85	10	75	0	0	0	85	0	11	3	8	0	0	0	11	0	74	7	67	0	0	0	74	0	1	0	0.117647058823529	0.882352941176471	0	0	0	1	0	0.272727272727273	0.727272727272727	0	0	0	1	0	0.0945945945945946	0.905405405405405	0	0	0
HE111	athene-v2-chat	pre	8	8	3	Q	Athene		72.7	271	open	85	10	75	0	0	0	85	0	11	3	8	0	0	0	11	0	74	7	67	0	0	0	74	0	1	0	0.117647058823529	0.882352941176471	0	0	0	1	0	0.272727272727273	0.727272727272727	0	0	0	1	0	0.0945945945945946	0.905405405405405	0	0	0
HE111	athene-v2-chat	pre	9	8	3	Q	Athene		72.7	271	open	85	10	75	0	0	0	85	0	11	3	8	0	0	0	11	0	74	7	67	0	0	0	74	0	1	0	0.117647058823529	0.882352941176471	0	0	0	1	0	0.272727272727273	0.727272727272727	0	0	0	1	0	0.0945945945945946	0.905405405405405	0	0	0
HE111	athene-v2-chat	pre	10	8	3	Q	Athene		72.7	271	open	85	10	75	0	0	0	85	0	11	3	8	0	0	0	11	0	74	7	67	0	0	0	74	0	1	0	0.117647058823529	0.882352941176471	0	0	0	1	0	0.272727272727273	0.727272727272727	0	0	0	1	0	0.0945945945945946	0.905405405405405	0	0	0
HE111	athene-v2-chat	post	1	8	10	QQ	Athene		72.7	271	open	17	0	0	0	0	17	0	17	8	0	0	0	0	8	0	8	7	0	0	0	0	7	0	7	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE111	athene-v2-chat	post	2	8	10	QQ	Athene		72.7	271	open	17	0	0	0	0	17	0	17	8	0	0	0	0	8	0	8	7	0	0	0	0	7	0	7	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE111	athene-v2-chat	post	3	8	10	QQ	Athene		72.7	271	open	17	0	0	0	0	17	0	17	8	0	0	0	0	8	0	8	7	0	0	0	0	7	0	7	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE111	athene-v2-chat	post	4	8	10	QQ	Athene		72.7	271	open	17	12	5	0	0	0	17	0	8	5	3	0	0	0	8	0	7	7	0	0	0	0	7	0	1	0	0.705882352941177	0.294117647058824	0	0	0	1	0	0.625	0.375	0	0	0	1	0	1	0	0	0	0
HE111	athene-v2-chat	post	5	8	10	QQ	Athene		72.7	271	open	17	12	5	0	0	0	17	0	8	5	3	0	0	0	8	0	7	7	0	0	0	0	7	0	1	0	0.705882352941177	0.294117647058824	0	0	0	1	0	0.625	0.375	0	0	0	1	0	1	0	0	0	0
HE111	athene-v2-chat	post	6	8	10	QQ	Athene		72.7	271	open	17	12	5	0	0	0	17	0	8	5	3	0	0	0	8	0	7	7	0	0	0	0	7	0	1	0	0.705882352941177	0.294117647058824	0	0	0	1	0	0.625	0.375	0	0	0	1	0	1	0	0	0	0
HE111	athene-v2-chat	post	7	8	10	QQ	Athene		72.7	271	open	17	0	0	0	0	17	0	17	8	0	0	0	0	8	0	8	7	0	0	0	0	7	0	7	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE111	athene-v2-chat	post	8	8	10	QQ	Athene		72.7	271	open	17	12	5	0	0	0	17	0	8	5	3	0	0	0	8	0	7	7	0	0	0	0	7	0	1	0	0.705882352941177	0.294117647058824	0	0	0	1	0	0.625	0.375	0	0	0	1	0	1	0	0	0	0
HE111	athene-v2-chat	post	9	8	10	QQ	Athene		72.7	271	open	17	12	5	0	0	0	17	0	8	5	3	0	0	0	8	0	7	7	0	0	0	0	7	0	1	0	0.705882352941177	0.294117647058824	0	0	0	1	0	0.625	0.375	0	0	0	1	0	1	0	0	0	0
HE111	athene-v2-chat	post	10	8	10	QQ	Athene		72.7	271	open	17	12	5	0	0	0	17	0	8	5	3	0	0	0	8	0	7	7	0	0	0	0	7	0	1	0	0.705882352941177	0.294117647058824	0	0	0	1	0	0.625	0.375	0	0	0	1	0	1	0	0	0	0
HE114	athene-v2-chat	post	1	5	6	QQ	Athene		72.7	271	open	28	22	6	0	0	0	28	0	11	9	2	0	0	0	11	0	13	13	0	0	0	0	13	0	1	0	0.785714285714286	0.214285714285714	0	0	0	1	0	0.818181818181818	0.181818181818182	0	0	0	1	0	1	0	0	0	0
HE114	athene-v2-chat	post	2	5	6	QQ	Athene		72.7	271	open	28	0	0	0	0	28	0	28	11	0	0	0	0	11	0	11	13	0	0	0	0	13	0	13	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE114	athene-v2-chat	post	3	5	6	QQ	Athene		72.7	271	open	28	0	0	0	0	28	0	28	11	0	0	0	0	11	0	11	13	0	0	0	0	13	0	13	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE114	athene-v2-chat	post	4	5	6	QQ	Athene		72.7	271	open	28	3	1	0	0	24	4	24	11	3	0	0	0	8	3	8	13	0	0	0	0	13	0	13	0.142857142857143	0.857142857142857	0.107142857142857	0.0357142857142857	0	0	0.857142857142857	0.272727272727273	0.727272727272727	0.272727272727273	0	0	0	0.727272727272727	0	1	0	0	0	0	1
HE114	athene-v2-chat	post	5	5	6	QQ	Athene		72.7	271	open	28	3	4	0	0	21	7	21	11	3	1	0	0	7	4	7	13	0	0	0	0	13	0	13	0.25	0.75	0.107142857142857	0.142857142857143	0	0	0.75	0.363636363636364	0.636363636363636	0.272727272727273	0.0909090909090909	0	0	0.636363636363636	0	1	0	0	0	0	1
HE114	athene-v2-chat	post	6	5	6	QQ	Athene		72.7	271	open	28	0	0	0	0	28	0	28	11	0	0	0	0	11	0	11	13	0	0	0	0	13	0	13	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE114	athene-v2-chat	post	7	5	6	QQ	Athene		72.7	271	open	28	0	0	0	0	28	0	28	11	0	0	0	0	11	0	11	13	0	0	0	0	13	0	13	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE114	athene-v2-chat	post	8	5	6	QQ	Athene		72.7	271	open	28	0	0	0	0	28	0	28	11	0	0	0	0	11	0	11	13	0	0	0	0	13	0	13	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE114	athene-v2-chat	post	9	5	6	QQ	Athene		72.7	271	open	28	22	6	0	0	0	28	0	11	9	2	0	0	0	11	0	13	13	0	0	0	0	13	0	1	0	0.785714285714286	0.214285714285714	0	0	0	1	0	0.818181818181818	0.181818181818182	0	0	0	1	0	1	0	0	0	0
HE114	athene-v2-chat	post	10	5	6	QQ	Athene		72.7	271	open	28	0	0	0	0	28	0	28	11	0	0	0	0	11	0	11	13	0	0	0	0	13	0	13	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE120	athene-v2-chat	pre	1	7	2	S	Athene		72.7	271	open	56	35	21	0	0	0	56	0	6	2	4	0	0	0	6	0	50	33	17	0	0	0	50	0	1	0	0.625	0.375	0	0	0	1	0	0.333333333333333	0.666666666666667	0	0	0	1	0	0.66	0.34	0	0	0
HE120	athene-v2-chat	pre	2	7	2	S	Athene		72.7	271	open	56	35	21	0	0	0	56	0	6	2	4	0	0	0	6	0	50	33	17	0	0	0	50	0	1	0	0.625	0.375	0	0	0	1	0	0.333333333333333	0.666666666666667	0	0	0	1	0	0.66	0.34	0	0	0
HE120	athene-v2-chat	pre	3	7	2	S	Athene		72.7	271	open	56	35	21	0	0	0	56	0	6	2	4	0	0	0	6	0	50	33	17	0	0	0	50	0	1	0	0.625	0.375	0	0	0	1	0	0.333333333333333	0.666666666666667	0	0	0	1	0	0.66	0.34	0	0	0
HE120	athene-v2-chat	pre	4	7	2	S	Athene		72.7	271	open	56	35	21	0	0	0	56	0	6	2	4	0	0	0	6	0	50	33	17	0	0	0	50	0	1	0	0.625	0.375	0	0	0	1	0	0.333333333333333	0.666666666666667	0	0	0	1	0	0.66	0.34	0	0	0
HE120	athene-v2-chat	pre	5	7	2	S	Athene		72.7	271	open	56	21	21	0	14	0	42	14	6	2	4	0	0	0	6	0	50	19	17	0	14	0	36	14	0.75	0.25	0.375	0.375	0	0.25	0	1	0	0.333333333333333	0.666666666666667	0	0	0	0.72	0.28	0.38	0.34	0	0.28	0
HE120	athene-v2-chat	pre	6	7	2	S	Athene		72.7	271	open	56	35	21	0	0	0	56	0	6	2	4	0	0	0	6	0	50	33	17	0	0	0	50	0	1	0	0.625	0.375	0	0	0	1	0	0.333333333333333	0.666666666666667	0	0	0	1	0	0.66	0.34	0	0	0
HE120	athene-v2-chat	pre	7	7	2	S	Athene		72.7	271	open	56	35	21	0	0	0	56	0	6	2	4	0	0	0	6	0	50	33	17	0	0	0	50	0	1	0	0.625	0.375	0	0	0	1	0	0.333333333333333	0.666666666666667	0	0	0	1	0	0.66	0.34	0	0	0
HE120	athene-v2-chat	pre	8	7	2	S	Athene		72.7	271	open	56	0	0	0	0	56	0	56	6	0	0	0	0	6	0	6	50	0	0	0	0	50	0	50	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE120	athene-v2-chat	pre	9	7	2	S	Athene		72.7	271	open	56	21	21	0	14	0	42	14	6	1	4	0	1	0	5	1	50	20	17	0	13	0	37	13	0.75	0.25	0.375	0.375	0	0.25	0	0.833333333333333	0.166666666666667	0.166666666666667	0.666666666666667	0	0.166666666666667	0	0.74	0.26	0.4	0.34	0	0.26	0
HE120	athene-v2-chat	pre	10	7	2	S	Athene		72.7	271	open	56	35	21	0	0	0	56	0	6	2	4	0	0	0	6	0	50	33	17	0	0	0	50	0	1	0	0.625	0.375	0	0	0	1	0	0.333333333333333	0.666666666666667	0	0	0	1	0	0.66	0.34	0	0	0
HE120	athene-v2-chat	post	1	7	8	NQ	Athene		72.7	271	open	48	0	5	0	0	43	5	43	13	0	3	0	0	10	3	10	33	0	0	0	0	33	0	33	0.104166666666667	0.895833333333333	0	0.104166666666667	0	0	0.895833333333333	0.230769230769231	0.769230769230769	0	0.230769230769231	0	0	0.769230769230769	0	1	0	0	0	0	1
HE120	athene-v2-chat	post	2	7	8	NQ	Athene		72.7	271	open	48	0	0	0	0	48	0	48	13	0	0	0	0	13	0	13	33	0	0	0	0	33	0	33	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE120	athene-v2-chat	post	3	7	8	NQ	Athene		72.7	271	open	48	0	0	0	0	48	0	48	13	0	0	0	0	13	0	13	33	0	0	0	0	33	0	33	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE120	athene-v2-chat	post	4	7	8	NQ	Athene		72.7	271	open	48	0	0	0	0	48	0	48	13	0	0	0	0	13	0	13	33	0	0	0	0	33	0	33	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE120	athene-v2-chat	post	5	7	8	NQ	Athene		72.7	271	open	48	0	0	0	0	48	0	48	13	0	0	0	0	13	0	13	33	0	0	0	0	33	0	33	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE120	athene-v2-chat	post	6	7	8	NQ	Athene		72.7	271	open	48	0	0	0	0	48	0	48	13	0	0	0	0	13	0	13	33	0	0	0	0	33	0	33	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE120	athene-v2-chat	post	7	7	8	NQ	Athene		72.7	271	open	48	0	0	0	0	48	0	48	13	0	0	0	0	13	0	13	33	0	0	0	0	33	0	33	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE120	athene-v2-chat	post	8	7	8	NQ	Athene		72.7	271	open	48	0	5	0	0	43	5	43	13	0	3	0	0	10	3	10	33	0	0	0	0	33	0	33	0.104166666666667	0.895833333333333	0	0.104166666666667	0	0	0.895833333333333	0.230769230769231	0.769230769230769	0	0.230769230769231	0	0	0.769230769230769	0	1	0	0	0	0	1
HE120	athene-v2-chat	post	9	7	8	NQ	Athene		72.7	271	open	48	0	2	0	0	46	2	46	13	0	1	0	0	12	1	12	33	0	0	0	0	33	0	33	0.0416666666666667	0.958333333333333	0	0.0416666666666667	0	0	0.958333333333333	0.0769230769230769	0.923076923076923	0	0.0769230769230769	0	0	0.923076923076923	0	1	0	0	0	0	1
HE120	athene-v2-chat	post	10	7	8	NQ	Athene		72.7	271	open	48	0	5	0	0	43	5	43	13	0	3	0	0	10	3	10	33	0	0	0	0	33	0	33	0.104166666666667	0.895833333333333	0	0.104166666666667	0	0	0.895833333333333	0.230769230769231	0.769230769230769	0	0.230769230769231	0	0	0.769230769230769	0	1	0	0	0	0	1
HE127	athene-v2-chat	pre	1	4	2	Q	Athene		72.7	271	open	21	15	6	0	0	0	21	0	5	3	2	0	0	0	5	0	16	12	4	0	0	0	16	0	1	0	0.714285714285714	0.285714285714286	0	0	0	1	0	0.6	0.4	0	0	0	1	0	0.75	0.25	0	0	0
HE127	athene-v2-chat	pre	2	4	2	Q	Athene		72.7	271	open	21	14	6	0	1	0	20	1	5	2	2	0	1	0	4	1	16	12	4	0	0	0	16	0	0.952380952380952	0.0476190476190476	0.666666666666667	0.285714285714286	0	0.0476190476190476	0	0.8	0.2	0.4	0.4	0	0.2	0	1	0	0.75	0.25	0	0	0
HE127	athene-v2-chat	pre	3	4	2	Q	Athene		72.7	271	open	21	15	6	0	0	0	21	0	5	3	2	0	0	0	5	0	16	12	4	0	0	0	16	0	1	0	0.714285714285714	0.285714285714286	0	0	0	1	0	0.6	0.4	0	0	0	1	0	0.75	0.25	0	0	0
HE127	athene-v2-chat	pre	4	4	2	Q	Athene		72.7	271	open	21	15	6	0	0	0	21	0	5	3	2	0	0	0	5	0	16	12	4	0	0	0	16	0	1	0	0.714285714285714	0.285714285714286	0	0	0	1	0	0.6	0.4	0	0	0	1	0	0.75	0.25	0	0	0
HE127	athene-v2-chat	pre	5	4	2	Q	Athene		72.7	271	open	21	14	6	0	1	0	20	1	5	2	2	0	1	0	4	1	16	12	4	0	0	0	16	0	0.952380952380952	0.0476190476190476	0.666666666666667	0.285714285714286	0	0.0476190476190476	0	0.8	0.2	0.4	0.4	0	0.2	0	1	0	0.75	0.25	0	0	0
HE127	athene-v2-chat	pre	6	4	2	Q	Athene		72.7	271	open	21	14	6	0	1	0	20	1	5	2	2	0	1	0	4	1	16	12	4	0	0	0	16	0	0.952380952380952	0.0476190476190476	0.666666666666667	0.285714285714286	0	0.0476190476190476	0	0.8	0.2	0.4	0.4	0	0.2	0	1	0	0.75	0.25	0	0	0
HE127	athene-v2-chat	pre	7	4	2	Q	Athene		72.7	271	open	21	15	6	0	0	0	21	0	5	3	2	0	0	0	5	0	16	12	4	0	0	0	16	0	1	0	0.714285714285714	0.285714285714286	0	0	0	1	0	0.6	0.4	0	0	0	1	0	0.75	0.25	0	0	0
HE127	athene-v2-chat	pre	8	4	2	Q	Athene		72.7	271	open	21	15	6	0	0	0	21	0	5	3	2	0	0	0	5	0	16	12	4	0	0	0	16	0	1	0	0.714285714285714	0.285714285714286	0	0	0	1	0	0.6	0.4	0	0	0	1	0	0.75	0.25	0	0	0
HE127	athene-v2-chat	pre	9	4	2	Q	Athene		72.7	271	open	21	0	0	0	1	20	0	21	5	0	0	0	1	4	0	5	16	0	0	0	0	16	0	16	0	1	0	0	0	0.0476190476190476	0.952380952380952	0	1	0	0	0	0.2	0.8	0	1	0	0	0	0	1
HE127	athene-v2-chat	pre	10	4	2	Q	Athene		72.7	271	open	21	15	6	0	0	0	21	0	5	3	2	0	0	0	5	0	16	12	4	0	0	0	16	0	1	0	0.714285714285714	0.285714285714286	0	0	0	1	0	0.6	0.4	0	0	0	1	0	0.75	0.25	0	0	0
HE127	athene-v2-chat	post	1	4	5	Q	Athene		72.7	271	open	24	0	3	0	2	19	3	21	10	0	2	0	2	6	2	8	11	0	0	0	0	11	0	11	0.125	0.875	0	0.125	0	0.0833333333333333	0.791666666666667	0.2	0.8	0	0.2	0	0.2	0.6	0	1	0	0	0	0	1
HE127	athene-v2-chat	post	2	4	5	Q	Athene		72.7	271	open	24	0	0	0	0	24	0	24	10	0	0	0	0	10	0	10	11	0	0	0	0	11	0	11	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE127	athene-v2-chat	post	3	4	5	Q	Athene		72.7	271	open	24	19	5	0	0	0	24	0	10	8	2	0	0	0	10	0	11	11	0	0	0	0	11	0	1	0	0.791666666666667	0.208333333333333	0	0	0	1	0	0.8	0.2	0	0	0	1	0	1	0	0	0	0
HE127	athene-v2-chat	post	4	4	5	Q	Athene		72.7	271	open	24	0	0	0	0	24	0	24	10	0	0	0	0	10	0	10	11	0	0	0	0	11	0	11	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE127	athene-v2-chat	post	5	4	5	Q	Athene		72.7	271	open	24	18	5	0	0	1	23	1	10	7	2	0	0	1	9	1	11	11	0	0	0	0	11	0	0.958333333333333	0.0416666666666667	0.75	0.208333333333333	0	0	0.0416666666666667	0.9	0.1	0.7	0.2	0	0	0.1	1	0	1	0	0	0	0
HE127	athene-v2-chat	post	6	4	5	Q	Athene		72.7	271	open	24	18	5	0	0	1	23	1	10	7	2	0	0	1	9	1	11	11	0	0	0	0	11	0	0.958333333333333	0.0416666666666667	0.75	0.208333333333333	0	0	0.0416666666666667	0.9	0.1	0.7	0.2	0	0	0.1	1	0	1	0	0	0	0
HE127	athene-v2-chat	post	7	4	5	Q	Athene		72.7	271	open	24	0	0	0	0	24	0	24	10	0	0	0	0	10	0	10	11	0	0	0	0	11	0	11	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE127	athene-v2-chat	post	8	4	5	Q	Athene		72.7	271	open	24	2	3	0	2	17	5	19	10	2	2	0	2	4	4	6	11	0	0	0	0	11	0	11	0.208333333333333	0.791666666666667	0.0833333333333333	0.125	0	0.0833333333333333	0.708333333333333	0.4	0.6	0.2	0.2	0	0.2	0.4	0	1	0	0	0	0	1
HE127	athene-v2-chat	post	9	4	5	Q	Athene		72.7	271	open	24	4	3	0	0	17	7	17	10	4	2	0	0	4	6	4	11	0	0	0	0	11	0	11	0.291666666666667	0.708333333333333	0.166666666666667	0.125	0	0	0.708333333333333	0.6	0.4	0.4	0.2	0	0	0.4	0	1	0	0	0	0	1
HE127	athene-v2-chat	post	10	4	5	Q	Athene		72.7	271	open	24	1	5	0	3	15	6	18	10	1	2	0	3	4	3	7	11	0	0	0	0	11	0	11	0.25	0.75	0.0416666666666667	0.208333333333333	0	0.125	0.625	0.3	0.7	0.1	0.2	0	0.3	0.4	0	1	0	0	0	0	1
HE13	athene-v2-chat	pre	1	5	3	Q	Athene		72.7	271	open	47	33	14	0	0	0	47	0	7	2	5	0	0	0	7	0	40	31	9	0	0	0	40	0	1	0	0.702127659574468	0.297872340425532	0	0	0	1	0	0.285714285714286	0.714285714285714	0	0	0	1	0	0.775	0.225	0	0	0
HE13	athene-v2-chat	pre	2	5	3	Q	Athene		72.7	271	open	47	33	14	0	0	0	47	0	7	2	5	0	0	0	7	0	40	31	9	0	0	0	40	0	1	0	0.702127659574468	0.297872340425532	0	0	0	1	0	0.285714285714286	0.714285714285714	0	0	0	1	0	0.775	0.225	0	0	0
HE13	athene-v2-chat	pre	3	5	3	Q	Athene		72.7	271	open	47	33	14	0	0	0	47	0	7	2	5	0	0	0	7	0	40	31	9	0	0	0	40	0	1	0	0.702127659574468	0.297872340425532	0	0	0	1	0	0.285714285714286	0.714285714285714	0	0	0	1	0	0.775	0.225	0	0	0
HE13	athene-v2-chat	pre	4	5	3	Q	Athene		72.7	271	open	47	33	14	0	0	0	47	0	7	2	5	0	0	0	7	0	40	31	9	0	0	0	40	0	1	0	0.702127659574468	0.297872340425532	0	0	0	1	0	0.285714285714286	0.714285714285714	0	0	0	1	0	0.775	0.225	0	0	0
HE13	athene-v2-chat	pre	5	5	3	Q	Athene		72.7	271	open	47	33	14	0	0	0	47	0	7	2	5	0	0	0	7	0	40	31	9	0	0	0	40	0	1	0	0.702127659574468	0.297872340425532	0	0	0	1	0	0.285714285714286	0.714285714285714	0	0	0	1	0	0.775	0.225	0	0	0
HE13	athene-v2-chat	pre	6	5	3	Q	Athene		72.7	271	open	47	33	14	0	0	0	47	0	7	2	5	0	0	0	7	0	40	31	9	0	0	0	40	0	1	0	0.702127659574468	0.297872340425532	0	0	0	1	0	0.285714285714286	0.714285714285714	0	0	0	1	0	0.775	0.225	0	0	0
HE13	athene-v2-chat	pre	7	5	3	Q	Athene		72.7	271	open	47	33	14	0	0	0	47	0	7	2	5	0	0	0	7	0	40	31	9	0	0	0	40	0	1	0	0.702127659574468	0.297872340425532	0	0	0	1	0	0.285714285714286	0.714285714285714	0	0	0	1	0	0.775	0.225	0	0	0
HE13	athene-v2-chat	pre	8	5	3	Q	Athene		72.7	271	open	47	33	14	0	0	0	47	0	7	2	5	0	0	0	7	0	40	31	9	0	0	0	40	0	1	0	0.702127659574468	0.297872340425532	0	0	0	1	0	0.285714285714286	0.714285714285714	0	0	0	1	0	0.775	0.225	0	0	0
HE13	athene-v2-chat	pre	9	5	3	Q	Athene		72.7	271	open	47	33	14	0	0	0	47	0	7	2	5	0	0	0	7	0	40	31	9	0	0	0	40	0	1	0	0.702127659574468	0.297872340425532	0	0	0	1	0	0.285714285714286	0.714285714285714	0	0	0	1	0	0.775	0.225	0	0	0
HE13	athene-v2-chat	pre	10	5	3	Q	Athene		72.7	271	open	47	33	14	0	0	0	47	0	7	2	5	0	0	0	7	0	40	31	9	0	0	0	40	0	1	0	0.702127659574468	0.297872340425532	0	0	0	1	0	0.285714285714286	0.714285714285714	0	0	0	1	0	0.775	0.225	0	0	0
HE13	athene-v2-chat	post	1	5	4	QQ	Athene		72.7	271	open	42	0	3	0	0	39	3	39	9	0	2	0	0	7	2	7	31	0	0	0	0	31	0	31	0.0714285714285714	0.928571428571429	0	0.0714285714285714	0	0	0.928571428571429	0.222222222222222	0.777777777777778	0	0.222222222222222	0	0	0.777777777777778	0	1	0	0	0	0	1
HE13	athene-v2-chat	post	2	5	4	QQ	Athene		72.7	271	open	42	36	6	0	0	0	42	0	9	5	4	0	0	0	9	0	31	31	0	0	0	0	31	0	1	0	0.857142857142857	0.142857142857143	0	0	0	1	0	0.555555555555556	0.444444444444444	0	0	0	1	0	1	0	0	0	0
HE13	athene-v2-chat	post	3	5	4	QQ	Athene		72.7	271	open	42	0	0	0	0	42	0	42	9	0	0	0	0	9	0	9	31	0	0	0	0	31	0	31	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE13	athene-v2-chat	post	4	5	4	QQ	Athene		72.7	271	open	42	36	3	3	0	0	39	3	9	5	2	2	0	0	7	2	31	31	0	0	0	0	31	0	0.928571428571429	0.0714285714285714	0.857142857142857	0.0714285714285714	0.0714285714285714	0	0	0.777777777777778	0.222222222222222	0.555555555555556	0.222222222222222	0.222222222222222	0	0	1	0	1	0	0	0	0
HE13	athene-v2-chat	post	5	5	4	QQ	Athene		72.7	271	open	42	36	6	0	0	0	42	0	9	5	4	0	0	0	9	0	31	31	0	0	0	0	31	0	1	0	0.857142857142857	0.142857142857143	0	0	0	1	0	0.555555555555556	0.444444444444444	0	0	0	1	0	1	0	0	0	0
HE13	athene-v2-chat	post	6	5	4	QQ	Athene		72.7	271	open	42	36	6	0	0	0	42	0	9	5	4	0	0	0	9	0	31	31	0	0	0	0	31	0	1	0	0.857142857142857	0.142857142857143	0	0	0	1	0	0.555555555555556	0.444444444444444	0	0	0	1	0	1	0	0	0	0
HE13	athene-v2-chat	post	7	5	4	QQ	Athene		72.7	271	open	42	36	6	0	0	0	42	0	9	5	4	0	0	0	9	0	31	31	0	0	0	0	31	0	1	0	0.857142857142857	0.142857142857143	0	0	0	1	0	0.555555555555556	0.444444444444444	0	0	0	1	0	1	0	0	0	0
HE13	athene-v2-chat	post	8	5	4	QQ	Athene		72.7	271	open	42	0	0	0	0	42	0	42	9	0	0	0	0	9	0	9	31	0	0	0	0	31	0	31	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE13	athene-v2-chat	post	9	5	4	QQ	Athene		72.7	271	open	42	36	6	0	0	0	42	0	9	5	4	0	0	0	9	0	31	31	0	0	0	0	31	0	1	0	0.857142857142857	0.142857142857143	0	0	0	1	0	0.555555555555556	0.444444444444444	0	0	0	1	0	1	0	0	0	0
HE13	athene-v2-chat	post	10	5	4	QQ	Athene		72.7	271	open	42	0	0	0	0	42	0	42	9	0	0	0	0	9	0	9	31	0	0	0	0	31	0	31	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1
HE132	athene-v2-chat	pre	1	7	3	Q	Athene		72.7	271	open	363	6	357	0	0	0	363	0	10	6	4	0	0	0	10	0	353	0	353	0	0	0	353	0	1	0	0.0165289256198347	0.983471074380165	0	0	0	1	0	0.6	0.4	0	0	0	1	0	0	1	0	0	0
HE132	athene-v2-chat	pre	2	7	3	Q	Athene		72.7	271	open	363	6	357	0	0	0	363	0	10	6	4	0	0	0	10	0	353	0	353	0	0	0	353	0	1	0	0.0165289256198347	0.983471074380165	0	0	0	1	0	0.6	0.4	0	0	0	1	0	0	1	0	0	0
HE132	athene-v2-chat	pre	3	7	3	Q	Athene		72.7	271	open	363	6	357	0	0	0	363	0	10	6	4	0	0	0	10	0	353	0	353	0	0	0	353	0	1	0	0.0165289256198347	0.983471074380165	0	0	0	1	0	0.6	0.4	0	0	0	1	0	0	1	0	0	0
HE132	athene-v2-chat	pre	4	7	3	Q	Athene		72.7	271	open	363	6	357	0	0	0	363	0	10	6	4	0	0	0	10	0	353	0	353	0	0	0	353	0	1	0	0.0165289256198347	0.983471074380165	0	0	0	1	0	0.6	0.4	0	0	0	1	0	0	1	0	0	0
HE132	athene-v2-chat	pre	5	7	3	Q	Athene		72.7	271	open	363	6	357	0	0	0	363	0	10	6	4	0	0	0	10	0	353	0	353	0	0	0	353	0	1	0	0.0165289256198347	0.983471074380165	0	0	0	1	0	0.6	0.4	0	0	0	1	0	0	1	0	0	0
HE132	athene-v2-chat	pre	6	7	3	Q	Athene		72.7	271	open	363	6	357	0	0	0	363	0	10	6	4	0	0	0	10	0	353	0	353	0	0	0	353	0	1	0	0.0165289256198347	0.983471074380165	0	0	0	1	0	0.6	0.4	0	0	0	1	0	0	1	0	0	0
