task	model	cond	prog_cc	solution_cc	solution_human_comp	Short name	EvalPlus Leaderboard position	Parameters (B)	Size (GB)	Licence	n_tests	evalAt1	n_valid	p_valid	avg_p_TP	sd_p_TP	avg_p_TN	sd_p_TN	avg_p_FP	sd_p_FP	avg_p_FN	sd_p_FN	avg_p_Error	sd_p_Error	avg_p_Pass	sd_p_Pass	avg_p_Fail	sd_p_Fail	n_valid_manual	p_valid_manual	avg_p_Pass_manual	n_valid_auto	p_valid_auto	avg_p_Pass_auto	n_at_least_one_error	n_all_error
HE45	claude-3	post	1	1	S	Claude3	37			proprietary	10	1	10	1	0.6	0	0.4	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE50	claude-3	post	2	3	NQ	Claude3	37			proprietary	22	0	0	0	0.318181818181818	0.143739893644017	0.486363636363636	0.0306794798959342	0.0136363636363636	0.0306794798959342	0.181818181818182	0.143739893644017	0	0	0.804545454545455	0.148531223432151	0.195454545454545	0.148531223432151	4	0.4	0.764285714285714	1	0.1	0.1	0	0
HE57	claude-3	post	3	3	S	Claude3	37			proprietary	17	0	0	0	0.588235294117647	0	0.352941176470588	0	0	0	0	0	0.0588235294117647	0	0.941176470588235	0	0.0588235294117647	0	10	1	1	0	0	0.666666666666667	10	0
HE60	claude-3	pre	2	1	S	Claude3	37			proprietary	7	1	10	1	0.428571428571429	0	0.571428571428571	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE60	claude-3	post	2	1	Q	Claude3	37			proprietary	10	0.5	5	0.5	0.4	0.278886675511359	0.4	0	0	0	0.2	0.278886675511358	0	0	0.8	0.278886675511359	0.2	0.278886675511358	5	0.5	0.75	10	1		0	0
HE65	claude-3	pre	3	2	S	Claude3	37			proprietary	13	1	10	1	0.769230769230769	0	0.230769230769231	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE65	claude-3	post	3	2	NQ	Claude3	37			proprietary	25	0.8	8	0.8	0.624	0.163516903645396	0.32	0	0	0	0.056	0.163516903645396	0	0	0.944	0.163516903645396	0.056	0.163516903645396	8	0.8	0.933333333333333	9	0.9	0.933333333333333	0	0
HE71	claude-3	post	5	5	QQ	Claude3	37			proprietary	18	0.3	3	0.3	0.516666666666667	0.192539166378815	0.2	0.0876456264162906	0.05	0.0552460514450974	0.144444444444444	0.150900361388618	0.0888888888888889	0.262153161024984	0.716666666666667	0.265080157144842	0.283333333333333	0.265080157144842	3	0.3	0.663636363636364	6	0.6	0.86	2	0
HE73	claude-3	post	5	4	NQ	Claude3	37			proprietary	78	0	0	0	0.0307692307692308	0.0886584784949739	0.00128205128205128	0.004054202128421	0	0	0.0512820512820513	0.16216808513684	0.916666666666667	0.250301155450588	0.032051282051282	0.0886687774412241	0.967948717948718	0.0886687774412241	0	0	0.0166666666666667	0	0	0.0354838709677419	10	8
HE74	claude-3	pre	5	4	Q	Claude3	37			proprietary	9	1	10	1	0.444444444444444	0	0.555555555555556	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE74	claude-3	post	5	4	Q	Claude3	37			proprietary	16	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0
HE80	claude-3	pre	6	2	Q	Claude3	37			proprietary	10	0	0	0	0.4	0	0.5	0	0	0	0.1	0	0	0	0.9	0	0.1	0	0	0	0.875	10	1	1	0	0
HE80	claude-3	post	6	5	Q	Claude3	37			proprietary	16	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0
HE84	claude-3	pre	2	1	S	Claude3	37			proprietary	8	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE84	claude-3	post	2	5	NQ	Claude3	37			proprietary	13	1	10	1	0.692307692307692	0	0.307692307692308	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE86	claude-3	post	4	2	NQ	Claude3	37			proprietary	15	0	0	0	0.486666666666667	0.147572957474524	0.106666666666667	0.0843274042711568	0.36	0.0843274042711568	0.0466666666666667	0.147572957474524	0	0	0.593333333333333	0.110888666221108	0.406666666666667	0.110888666221108	0	0	0.754545454545455	10	1		0	0
HE90	claude-3	pre	3	1	S	Claude3	37			proprietary	50	1	10	1	0.72	0	0.28	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE90	claude-3	post	3	1	S	Claude3	37			proprietary	42	0.9	9	0.9	0.778571428571429	0.0978800228147356	0.185714285714286	0.0150584650484209	0.00476190476190476	0.0150584650484209	0.030952380952381	0.0978800228147356	0	0	0.964285714285714	0.112938487863156	0.0357142857142857	0.112938487863156	9	0.9	0.976923076923077	9	0.9	0.956	0	0
HE99	claude-3	pre	7	2	S	Claude3	37			proprietary	15	1	10	1	0.466666666666667	0	0.533333333333333	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE99	claude-3	post	7	3	S	Claude3	37			proprietary	20	0.2	2	0.2	0.705	0.192137103826061	0.14	0.0567646212197547	0.03	0.0258198889747161	0.015	0.0474341649025257	0.11	0.260128173535022	0.845	0.245458754172672	0.155	0.245458754172672	7	0.7	0.885714285714286	7	0.7	0.875	2	0
HE0	claude-3-7-sonnet	post	5	4	QQ	Claude3.7				proprietary	33	1	10	1	0.878787878787879	0	0.121212121212121	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE1	claude-3-7-sonnet	pre	5	9	NQ	Claude3.7				proprietary	222	0	0	0	0.0135135135135135	0	0.960810810810811	0.0321370432103369	0.0211711711711712	0.0321370432103369	0.0045045045045045	0	0	0	0.974324324324324	0.0321370432103369	0.0256756756756757	0.0321370432103369	0	0	0.818181818181818	6	0.6	0.982464454976303	0	0
HE1	claude-3-7-sonnet	post	5	6	NQ	Claude3.7				proprietary	11	0.2	2	0.2	0.490909090909091	0.14342011595393	0.290909090909091	0.103208402217736	0.127272727272727	0.0878265257344815	0.00909090909090909	0.0287479787288034	0.0818181818181818	0.258731808559231	0.781818181818182	0.227575555824468	0.218181818181818	0.227575555824468	2	0.2	0.822222222222222	10	1		1	0
HE101	claude-3-7-sonnet	pre	9	7	NQ	Claude3.7				proprietary	519	0.3	3	0.3	0.807321772639692	0.194300598547045	0.0460500963391137	0.0586356284527896	0.084971098265896	0.0586356284527896	0.0616570327552987	0.194300598547045	0	0	0.853371868978805	0.214896361033732	0.146628131021195	0.214896361033732	3	0.3	0.641666666666667	3	0.3	0.858382642998028	0	0
HE101	claude-3-7-sonnet	post	9	6	QQ	Claude3.7				proprietary	463	0.7	7	0.7	0.982937365010799	0.00359250538513311	0.0151187904967603	0	0	0	0.0019438444924406	0.00359250538513309	0	0	0.998056155507559	0.00359250538513311	0.0019438444924406	0.00359250538513309	10	1	1	7	0.7	0.997986577181208	0	0
HE104	claude-3-7-sonnet	pre	6	2	S	Claude3.7				proprietary	25	1	10	1	0.24	0	0.76	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE104	claude-3-7-sonnet	post	6	5	QQ	Claude3.7				proprietary	15	1	10	1	0.6	0	0.4	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE108	claude-3-7-sonnet	post	2	3	NQ	Claude3.7				proprietary	12	1	10	1	0.583333333333333	0	0.416666666666667	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0
HE111	claude-3-7-sonnet	pre	8	3	Q	Claude3.7				proprietary	85	1	10	1	0.117647058823529	0	0.882352941176471	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE111	claude-3-7-sonnet	post	8	10	QQ	Claude3.7				proprietary	17	1	10	1	0.705882352941177	0	0.294117647058824	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE114	claude-3-7-sonnet	post	5	6	QQ	Claude3.7				proprietary	28	1	10	1	0.785714285714286	0	0.214285714285714	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE120	claude-3-7-sonnet	pre	7	2	S	Claude3.7				proprietary	56	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE120	claude-3-7-sonnet	post	7	8	NQ	Claude3.7				proprietary	48	0.7	7	0.7	0.808333333333333	0.0930659198208386	0.145833333333333	0	0	0	0.0458333333333333	0.0930659198208386	0	0	0.954166666666667	0.0930659198208386	0.0458333333333333	0.0930659198208386	9	0.9	0.992307692307692	7	0.7	0.936363636363636	0	0
HE127	claude-3-7-sonnet	pre	4	2	Q	Claude3.7				proprietary	21	1	10	1	0.714285714285714	0	0.285714285714286	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE127	claude-3-7-sonnet	post	4	5	Q	Claude3.7				proprietary	24	1	10	1	0.791666666666667	0	0.208333333333333	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE13	claude-3-7-sonnet	pre	5	3	Q	Claude3.7				proprietary	47	1	10	1	0.702127659574468	0	0.297872340425532	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE13	claude-3-7-sonnet	post	5	4	QQ	Claude3.7				proprietary	42	0.8	8	0.8	0.857142857142857	0	0.138095238095238	0.0100389766989472	0	0	0	0	0.00476190476190476	0.0100389766989472	0.995238095238095	0.0100389766989472	0.00476190476190476	0.0100389766989472	8	0.8	0.977777777777778	10	1	1	2	0
HE132	claude-3-7-sonnet	pre	7	3	Q	Claude3.7				proprietary	363	1	10	1	0.0165289256198347	0	0.983471074380165	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE132	claude-3-7-sonnet	post	7	7	NQ	Claude3.7				proprietary	15	1	10	1	0.6	0	0.4	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE136	claude-3-7-sonnet	post	11	13	NQ	Claude3.7				proprietary	18	0.8	8	0.8	0.6	0.0234242789642102	0.388888888888889	0	0	0	0.0111111111111111	0.0234242789642102	0	0	0.988888888888889	0.0234242789642102	0.0111111111111111	0.0234242789642102	8	0.8	0.985714285714286	10	1		0	0
HE138	claude-3-7-sonnet	post	13	14	NQ	Claude3.7				proprietary	49	1	10	1	0.816326530612245	0	0.183673469387755	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE140	claude-3-7-sonnet	post	6	13	NQ	Claude3.7				proprietary	106	0.8	8	0.8	0.828301886792453	0.242640172667008	0.0547169811320755	0.00397770774863947	0.00188679245283019	0.00397770774863947	0.115094339622642	0.242640172667008	0	0	0.883018867924528	0.246617880415647	0.116981132075472	0.246617880415647	8	0.8	0.933333333333333	8	0.8	0.873913043478261	0	0
HE141	claude-3-7-sonnet	post	4	5	NQ	Claude3.7				proprietary	609	0.8	8	0.8	0.986535303776683	0.00069234322061705	0.013136288998358	0	0	0	0.000328407224958949	0.000692343220617051	0	0	0.999671592775041	0.00069234322061705	0.000328407224958949	0.000692343220617051	8	0.8	0.983333333333333	10	1	1	0	0
HE151	claude-3-7-sonnet	post	4	5	QQ	Claude3.7				proprietary	70	1	10	1	0.9	0	0.1	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE158	claude-3-7-sonnet	post	5	7	NQ	Claude3.7				proprietary	43	0	0	0	0.734883720930233	0.022467250769286	0.162790697674419	0	0.0465116279069767	0	0.0558139534883721	0.022467250769286	0	0	0.897674418604651	0.0224672507692859	0.102325581395349	0.022467250769286	0	0	0.807142857142857	3	0.3	0.972	0	0
HE16	claude-3-7-sonnet	post	6	5	Q	Claude3.7				proprietary	16	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE160	claude-3-7-sonnet	pre	8	4	Q	Claude3.7				proprietary	16	1	10	1	0.3125	0	0.6875	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE160	claude-3-7-sonnet	post	8	8	NQ	Claude3.7				proprietary	17	0.9	9	0.9	0.723529411764706	0.130211433065757	0.235294117647059	0	0	0	0.0411764705882353	0.130211433065757	0	0	0.958823529411765	0.130211433065757	0.0411764705882353	0.130211433065757	9	0.9	0.953333333333333	10	1		0	0
HE161	claude-3-7-sonnet	post	5	6	QQ	Claude3.7				proprietary	13	1	10	1	0.615384615384615	0	0.384615384615385	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0
HE20	claude-3-7-sonnet	pre	5	2	S	Claude3.7				proprietary	29	1	10	1	0.586206896551724	0	0.413793103448276	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE20	claude-3-7-sonnet	post	5	3	QQ	Claude3.7				proprietary	28	1	10	1	0.821428571428571	0	0.178571428571429	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE21	claude-3-7-sonnet	post	6	6	NQ	Claude3.7				proprietary	59	0	0	0	0.866101694915254	0.00535979264435317	0.101694915254237	0	0	0	0.0322033898305085	0.00535979264435318	0	0	0.967796610169491	0.00535979264435321	0.0322033898305085	0.00535979264435318	10	1	1	0	0	0.95	0	0
HE24	claude-3-7-sonnet	pre	3	1	S	Claude3.7				proprietary	31	0	0	0	0.806451612903226	0	0.129032258064516	0	0.0645161290322581	0	0	0	0	0	0.935483870967742	0	0.0645161290322581	0	0	0	0.875	0	0	0.956521739130435	0	0
HE24	claude-3-7-sonnet	post	3	2	Q	Claude3.7				proprietary	35	1	10	1	0.828571428571429	0	0.171428571428571	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE30	claude-3-7-sonnet	post	6	5	Q	Claude3.7				proprietary	14	1	10	1	0.714285714285714	0	0.285714285714286	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0
HE37	claude-3-7-sonnet	post	3	2	S	Claude3.7				proprietary	43	1	10	1	0.86046511627907	0	0.13953488372093	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE42	claude-3-7-sonnet	post	8	10	NQ	Claude3.7				proprietary	81	0.1	1	0.1	0.845679012345679	0.253763022112277	0.0641975308641975	0.00520539532538005	0.00987654320987654	0.00520539532538005	0.0802469135802469	0.253763022112277	0	0	0.909876543209877	0.250322828363641	0.0901234567901235	0.250322828363641	1	0.1	0.861538461538462	9	0.9	0.9140625	0	0
HE43	claude-3-7-sonnet	post	8	8	QQ	Claude3.7				proprietary	28	0	0	0	0.571428571428571	0	0.214285714285714	0	0	0	0.214285714285714	0	0	0	0.785714285714286	0	0.214285714285714	0	0	0	0.875	0	0	0.722222222222222	0	0
HE45	claude-3-7-sonnet	pre	1	2	S	Claude3.7				proprietary	10	1	10	1	0.5	0	0.5	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE45	claude-3-7-sonnet	post	1	1	S	Claude3.7				proprietary	10	1	10	1	0.6	0	0.4	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE50	claude-3-7-sonnet	post	2	3	NQ	Claude3.7				proprietary	22	0.4	4	0.4	0.477272727272727	0.0239566489406695	0.495454545454545	0.0143739893644017	0.00454545454545455	0.0143739893644017	0.0227272727272727	0.0239566489406695	0	0	0.972727272727273	0.023472626340651	0.0272727272727273	0.023472626340651	10	1	1	5	0.5	0.5	0	0
HE57	claude-3-7-sonnet	post	3	3	S	Claude3.7				proprietary	17	0	0	0	0.588235294117647	0	0.352941176470588	0	0	0	0	0	0.0588235294117647	0	0.941176470588235	0	0.0588235294117647	0	10	1	1	0	0	0.666666666666667	10	0
HE60	claude-3-7-sonnet	pre	2	1	S	Claude3.7				proprietary	7	1	10	1	0.428571428571429	0	0.571428571428571	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE60	claude-3-7-sonnet	post	2	1	Q	Claude3.7				proprietary	10	0	0	0	0.5	0	0.4	0	0	0	0.1	0	0	0	0.9	0	0.1	0	0	0	0.875	10	1		0	0
HE65	claude-3-7-sonnet	pre	3	2	S	Claude3.7				proprietary	13	1	10	1	0.769230769230769	0	0.230769230769231	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE65	claude-3-7-sonnet	post	3	2	NQ	Claude3.7				proprietary	24	1	10	1	0.666666666666667	0	0.333333333333333	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE71	claude-3-7-sonnet	post	5	5	QQ	Claude3.7				proprietary	18	1	10	1	0.722222222222222	0	0.277777777777778	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE73	claude-3-7-sonnet	post	5	4	NQ	Claude3.7				proprietary	78	0.7	7	0.7	0.851282051282051	0.180522047161244	0.0756410256410256	0.004054202128421	0.00128205128205128	0.004054202128421	0.0141025641025641	0.0333497658378234	0.0576923076923077	0.182439095778945	0.926923076923077	0.180304407335348	0.0730769230769231	0.180304407335348	8	0.8	0.958333333333333	7	0.7	0.916129032258065	1	0
HE74	claude-3-7-sonnet	pre	5	4	Q	Claude3.7				proprietary	9	0.9	9	0.9	0.433333333333333	0.0351364184463153	0.555555555555556	0	0	0	0.0111111111111111	0.0351364184463153	0	0	0.988888888888889	0.0351364184463153	0.0111111111111111	0.0351364184463153	9	0.9	0.9875	10	1	1	0	0
HE74	claude-3-7-sonnet	post	5	4	Q	Claude3.7				proprietary	16	0.9	9	0.9	0.6	0.0790569415042095	0.375	0	0	0	0.025	0.0790569415042095	0	0	0.975	0.0790569415042095	0.025	0.0790569415042095	9	0.9	0.969230769230769	10	1		0	0
HE80	claude-3-7-sonnet	pre	6	2	Q	Claude3.7				proprietary	10	1	10	1	0.5	0	0.5	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE80	claude-3-7-sonnet	post	6	5	Q	Claude3.7				proprietary	16	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0
HE84	claude-3-7-sonnet	pre	2	1	S	Claude3.7				proprietary	8	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE84	claude-3-7-sonnet	post	2	5	NQ	Claude3.7				proprietary	13	1	10	1	0.692307692307692	0	0.307692307692308	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE86	claude-3-7-sonnet	post	4	2	NQ	Claude3.7				proprietary	15	0.8	8	0.8	0.533333333333333	0	0.453333333333333	0.0281091347570523	0.0133333333333333	0.0281091347570523	0	0	0	0	0.986666666666667	0.0281091347570523	0.0133333333333333	0.0281091347570523	8	0.8	0.981818181818182	10	1		0	0
HE90	claude-3-7-sonnet	pre	3	1	S	Claude3.7				proprietary	50	1	10	1	0.72	0	0.28	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE90	claude-3-7-sonnet	post	3	1	S	Claude3.7				proprietary	42	1	10	1	0.80952380952381	0	0.19047619047619	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE99	claude-3-7-sonnet	pre	7	2	S	Claude3.7				proprietary	15	1	10	1	0.466666666666667	0	0.533333333333333	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0
HE99	claude-3-7-sonnet	post	7	3	S	Claude3.7				proprietary	19	0.4	4	0.4	0.778947368421053	0.0543576609994023	0.157894736842105	0	0	0	0.0631578947368421	0.0543576609994023	0	0	0.936842105263158	0.0543576609994023	0.0631578947368421	0.0543576609994023	4	0.4	0.907692307692308	10	1	1	0	0
HE0	CodeFuse-DeepSeek-33B	post	5	4	QQ	CodeFuse		33.3	125	open	33	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE1	CodeFuse-DeepSeek-33B	pre	5	9	NQ	CodeFuse		33.3	125	open	222	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE1	CodeFuse-DeepSeek-33B	post	5	6	NQ	CodeFuse		33.3	125	open	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10	1		10	10
HE101	CodeFuse-DeepSeek-33B	pre	9	7	NQ	CodeFuse		33.3	125	open	519	0	0	0	0.000770712909441233	0.00243720821592939	0	0	0.00154142581888247	0.00487441643185877	0	0	0.997687861271676	0.00731162464778816	0.000770712909441233	0.00243720821592939	0.999229287090559	0.00243720821592937	0	0	0.0333333333333333	0	0	0	10	9
HE101	CodeFuse-DeepSeek-33B	post	9	6	QQ	CodeFuse		33.3	125	open	463	0	0	0	0.0859611231101512	0.271832939254215	0.00151187904967603	0.0047809813436671	0	0	0.0125269978401728	0.0396138454189559	0.9	0.316227766016838	0.0874730021598272	0.276613920597882	0.912526997840173	0.276613920597882	1	0.1	0.1	0	0	0.0870246085011186	9	9
HE104	CodeFuse-DeepSeek-33B	pre	6	2	S	CodeFuse		33.3	125	open	25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE104	CodeFuse-DeepSeek-33B	post	6	5	QQ	CodeFuse		33.3	125	open	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE108	CodeFuse-DeepSeek-33B	post	2	3	NQ	CodeFuse		33.3	125	open	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10	1		10	10
HE111	CodeFuse-DeepSeek-33B	pre	8	3	Q	CodeFuse		33.3	125	open	85	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE111	CodeFuse-DeepSeek-33B	post	8	10	QQ	CodeFuse		33.3	125	open	17	0	0	0	0.0705882352941176	0.223219599541297	0	0	0.0294117647058824	0.0930081664755406	0	0	0.9	0.316227766016838	0.0705882352941176	0.223219599541297	0.929411764705882	0.223219599541297	0	0	0.0625	1	0.1	0.1	9	9
HE114	CodeFuse-DeepSeek-33B	post	5	6	QQ	CodeFuse		33.3	125	open	28	0	0	0	0.0535714285714286	0.115727512471569	0.0142857142857143	0.0451753951452626	0.0285714285714286	0.0690065559342354	0.0571428571428571	0.18070158058105	0.846428571428571	0.34175169010127	0.0678571428571429	0.143302876055278	0.932142857142857	0.143302876055278	0	0	0.127272727272727	0	0	0.0230769230769231	9	8
HE120	CodeFuse-DeepSeek-33B	pre	7	2	S	CodeFuse		33.3	125	open	56	0	0	0	0.00357142857142857	0.0112938487863156	0	0	0.00714285714285714	0.0225876975726313	0	0	0.989285714285714	0.0338815463589469	0.00357142857142857	0.0112938487863156	0.996428571428571	0.0112938487863156	0	0	0.0333333333333333	0	0	0	10	9
HE120	CodeFuse-DeepSeek-33B	post	7	8	NQ	CodeFuse		33.3	125	open	48	0	0	0	0.08125	0.256935059888681	0.0125	0.0395284707521047	0.00208333333333333	0.00658807845868412	0.00416666666666667	0.0131761569173682	0.9	0.316227766016838	0.09375	0.296463530640786	0.90625	0.296463530640786	0	0	0.0846153846153846	1	0.1	0.1	9	9
HE127	CodeFuse-DeepSeek-33B	pre	4	2	Q	CodeFuse		33.3	125	open	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE127	CodeFuse-DeepSeek-33B	post	4	5	Q	CodeFuse		33.3	125	open	24	0.1	1	0.1	0.0791666666666667	0.250346981429997	0.0208333333333333	0.0658807845868412	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9
HE13	CodeFuse-DeepSeek-33B	pre	5	3	Q	CodeFuse		33.3	125	open	47	0	0	0	0.0127659574468085	0.0403695020447027	0.00851063829787234	0.0269130013631351	0.00425531914893617	0.0134565006815676	0	0	0.974468085106383	0.0807390040894054	0.0212765957446809	0.0672825034078379	0.978723404255319	0.0672825034078379	0	0	0	0	0	0.025	10	9
HE13	CodeFuse-DeepSeek-33B	post	5	4	QQ	CodeFuse		33.3	125	open	42	0	0	0	0.128571428571429	0.273135817137143	0.0285714285714286	0.0602338601936834	0	0	0.0142857142857143	0.0451753951452626	0.828571428571429	0.367623982202263	0.157142857142857	0.332993023562802	0.842857142857143	0.332993023562802	0	0	0.166666666666667	0	0	0.151612903225806	9	8
HE132	CodeFuse-DeepSeek-33B	pre	7	3	Q	CodeFuse		33.3	125	open	363	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE132	CodeFuse-DeepSeek-33B	post	7	7	NQ	CodeFuse		33.3	125	open	15	0	0	0	0.06	0.189736659610103	0	0	0.04	0.126491106406735	0	0	0.9	0.316227766016838	0.06	0.189736659610103	0.94	0.189736659610103	0	0	0.0666666666666667	1	0.1	0.1	9	9
HE136	CodeFuse-DeepSeek-33B	post	11	13	NQ	CodeFuse		33.3	125	open	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10	1		10	10
HE138	CodeFuse-DeepSeek-33B	post	13	14	NQ	CodeFuse		33.3	125	open	49	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE140	CodeFuse-DeepSeek-33B	post	6	13	NQ	CodeFuse		33.3	125	open	106	0	0	0	0.00754716981132075	0.0238662464918368	0.00471698113207547	0.014916404057398	0.000943396226415094	0.0029832808114796	0.0867924528301887	0.274461834656124	0.9	0.316227766016838	0.0122641509433962	0.0387826505492348	0.987735849056604	0.0387826505492348	0	0	0.0416666666666667	0	0	0.00652173913043478	9	9
HE141	CodeFuse-DeepSeek-33B	post	4	5	NQ	CodeFuse		33.3	125	open	609	0	0	0	0.0986863711001642	0.312073706693136	0	0	0.0013136288998358	0.0041540593237023	0	0	0.9	0.316227766016838	0.0986863711001642	0.312073706693136	0.901313628899836	0.312073706693136	0	0	0.0583333333333333	1	0.1	0.1	9	9
HE151	CodeFuse-DeepSeek-33B	post	4	5	QQ	CodeFuse		33.3	125	open	70	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE158	CodeFuse-DeepSeek-33B	post	5	7	NQ	CodeFuse		33.3	125	open	43	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE16	CodeFuse-DeepSeek-33B	post	6	5	Q	CodeFuse		33.3	125	open	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE160	CodeFuse-DeepSeek-33B	pre	8	4	Q	CodeFuse		33.3	125	open	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE160	CodeFuse-DeepSeek-33B	post	8	8	NQ	CodeFuse		33.3	125	open	17	0	0	0	0.0470588235294118	0.148813066360865	0.0176470588235294	0.0558048998853243	0.00588235294117647	0.0186016332951081	0.0294117647058824	0.0930081664755406	0.9	0.316227766016838	0.0647058823529412	0.204617966246189	0.935294117647059	0.204617966246189	0	0	0.0666666666666667	10	1		9	9
HE161	CodeFuse-DeepSeek-33B	post	5	6	QQ	CodeFuse		33.3	125	open	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10	1		10	10
HE20	CodeFuse-DeepSeek-33B	pre	5	2	S	CodeFuse		33.3	125	open	29	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE20	CodeFuse-DeepSeek-33B	post	5	3	QQ	CodeFuse		33.3	125	open	28	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
