task	model	cond	prog_cc	solution_cc	solution_human_comp	Short name	EvalPlus Leaderboard position	Parameters (B)	Size (GB)	Licence	n_tests	evalAt1	n_valid	p_valid	avg_p_TP	sd_p_TP	avg_p_TN	sd_p_TN	avg_p_FP	sd_p_FP	avg_p_FN	sd_p_FN	avg_p_Error	sd_p_Error	avg_p_Pass	sd_p_Pass	avg_p_Fail	sd_p_Fail	n_valid_manual	p_valid_manual	avg_p_Pass_manual	n_valid_auto	p_valid_auto	avg_p_Pass_auto	n_at_least_one_error	n_all_error	Cond	Model	Open model	Difficulty	CC_prog	CC_sol
HEx65	gpt-3.5-turbo	pre	3	2	S	GTP3.5	32			proprietary	13	1	10	1	0.769230769230769	0	0.230769230769231	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GTP3.5	No	S	Low	Low
HEx65	gpt-3.5-turbo	post	3	2	NQ	GTP3.5	32			proprietary	25	0.3	3	0.3	0.568	0.211492053961582	0.284	0.100576118216779	0.004	0.0126491106406735	0.028	0.0626808494588968	0.116	0.311241242625574	0.852	0.310440547179864	0.148	0.310440547179864	3	0.3	0.844444444444444	8	0.8	0.833333333333333	5	1	Post	GTP3.5	No	NQ	Low	Low
HEx71	gpt-3.5-turbo	post	5	5	QQ	GTP3.5	32			proprietary	18	0.2	2	0.2	0.566666666666667	0.223453379688865	0.233333333333333	0.086066296582387	0.00555555555555555	0.0175682092231577	0.00555555555555555	0.0175682092231577	0.188888888888889	0.312299318279004	0.8	0.306759692457017	0.2	0.306759692457017	2	0.2	0.818181818181818	7	0.7	0.78	7	1	Post	GTP3.5	No	QQ	Low	Low
HEx74	gpt-3.5-turbo	pre	5	4	Q	GTP3.5	32			proprietary	9	1	10	1	0.444444444444444	0	0.555555555555556	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GTP3.5	No	Q	Low	Low
HEx74	gpt-3.5-turbo	post	5	4	Q	GTP3.5	32			proprietary	16	0.9	9	0.9	0.5875	0.118585412256314	0.34375	0.0988211768802619	0.03125	0.0988211768802619	0.0375	0.118585412256314	0	0	0.93125	0.217406589136576	0.06875	0.217406589136576	9	0.9	0.930769230769231	10	1		0	0	Post	GTP3.5	No	Q	Low	Low
HEx80	gpt-3.5-turbo	pre	6	2	Q	GTP3.5	32			proprietary	10	0.7	7	0.7	0.39	0.207899548393502	0.5	0	0	0	0.11	0.207899548393502	0	0	0.89	0.207899548393502	0.11	0.207899548393502	7	0.7	0.8875	8	0.8	0.9	0	0	Pre	GTP3.5	No	Q	High	Low
HEx80	gpt-3.5-turbo	post	6	5	Q	GTP3.5	32			proprietary	16	0.6	6	0.6	0.475	0.193649167310371	0.3625	0.0395284707521047	0.0125	0.0395284707521047	0.15	0.193649167310371	0	0	0.8375	0.21286732957408	0.1625	0.21286732957408	6	0.6	0.821428571428571	10	1		0	0	Post	GTP3.5	No	Q	High	Low
HEx84	gpt-3.5-turbo	pre	2	1	S	GTP3.5	32			proprietary	8	0.9	9	0.9	0.6125	0.0395284707521047	0.375	0	0	0	0.0125	0.0395284707521047	0	0	0.9875	0.0395284707521047	0.0125	0.0395284707521047	9	0.9	0.985714285714286	10	1	1	0	0	Pre	GTP3.5	No	S	Low	Low
HEx84	gpt-3.5-turbo	post	2	5	NQ	GTP3.5	32			proprietary	13	0.9	9	0.9	0.676923076923077	0.048650425541052	0.3	0.024325212770526	0.00769230769230769	0.024325212770526	0.0153846153846154	0.048650425541052	0	0	0.976923076923077	0.072975638311578	0.0230769230769231	0.072975638311578	9	0.9	0.98	10	1	1	0	0	Post	GTP3.5	No	NQ	Low	Low
HEx90	gpt-3.5-turbo	pre	3	1	S	GTP3.5	32			proprietary	50	0.3	3	0.3	0.592	0.241145414866448	0.156	0.136235090927411	0.124	0.136235090927411	0.128	0.241145414866448	0	0	0.748	0.238551182488511	0.252	0.238551182488511	3	0.3	0.716666666666667	3	0.3	0.752272727272727	0	0	Pre	GTP3.5	No	S	Low	Low
HEx90	gpt-3.5-turbo	post	3	1	S	GTP3.5	32			proprietary	42	1	10	1	0.80952380952381	0	0.19047619047619	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	GTP3.5	No	S	Low	Low
HEx99	gpt-3.5-turbo	pre	7	2	S	GTP3.5	32			proprietary	15	1	10	1	0.466666666666667	0	0.533333333333333	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GTP3.5	No	S	High	Low
HEx99	gpt-3.5-turbo	post	7	3	S	GTP3.5	32			proprietary	20	0.1	1	0.1	0.65	0.0881917103688197	0.175	0.0485912657903775	0.025	0.0485912657903775	0.15	0.0881917103688197	0	0	0.825	0.0824957911384305	0.175	0.0824957911384305	1	0.1	0.8	6	0.6	0.9	0	0	Post	GTP3.5	No	S	High	Low
HEx0	gpt-4-turbo	post	5	4	QQ	GPT4	11			proprietary	33	1	10	1	0.878787878787879	0	0.121212121212121	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	GPT4	No	QQ	Low	Low
HEx101	gpt-4-turbo	post	9	6	QQ	GPT4	11			proprietary	463	0.4	4	0.4	0.955075593952484	0.0256525894781197	0.0151187904967603	0	0	0	0.0298056155507559	0.0256525894781197	0	0	0.970194384449244	0.0256525894781197	0.0298056155507559	0.0256525894781197	4	0.4	0.861538461538462	4	0.4	0.973154362416107	0	0	Post	GPT4	No	QQ	High	High
HEx104	gpt-4-turbo	pre	6	2	S	GPT4	11			proprietary	25	0.9	9	0.9	0.24	0	0.752	0.025298221281347	0.008	0.025298221281347	0	0	0	0	0.992	0.025298221281347	0.008	0.025298221281347	9	0.9	0.988888888888889	9	0.9	0.99375	0	0	Pre	GPT4	No	S	High	Low
HEx104	gpt-4-turbo	post	6	5	QQ	GPT4	11			proprietary	15	0.8	8	0.8	0.6	0	0.373333333333333	0.0562182695141045	0.0266666666666667	0.0562182695141045	0	0	0	0	0.973333333333333	0.0562182695141045	0.0266666666666667	0.0562182695141045	8	0.8	0.98	10	1	1	0	0	Post	GPT4	No	QQ	High	Low
HEx108	gpt-4-turbo	post	2	3	NQ	GPT4	11			proprietary	12	0.6	6	0.6	0.5	0.141639430933133	0.325	0.138610832776385	0.025	0.0562457131425461	0.0166666666666667	0.052704627669473	0.133333333333333	0.281091347570523	0.825	0.279024977863282	0.175	0.279024977863282	7	0.7	0.85	10	1		2	0	Post	GPT4	No	NQ	Low	Low
HEx111	gpt-4-turbo	pre	8	3	Q	GPT4	11			proprietary	85	1	10	1	0.117647058823529	0	0.882352941176471	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4	No	Q	High	Low
HEx111	gpt-4-turbo	post	8	10	QQ	GPT4	11			proprietary	17	1	10	1	0.705882352941177	0	0.294117647058824	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	GPT4	No	QQ	High	High
HEx114	gpt-4-turbo	post	5	6	QQ	GPT4	11			proprietary	28	0.9	9	0.9	0.785714285714286	0	0.2	0.0451753951452626	0.0142857142857143	0.0451753951452626	0	0	0	0	0.985714285714286	0.0451753951452626	0.0142857142857143	0.0451753951452626	9	0.9	0.981818181818182	10	1	1	0	0	Post	GPT4	No	QQ	Low	High
HEx120	gpt-4-turbo	pre	7	2	S	GPT4	11			proprietary	56	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4	No	S	High	Low
HEx120	gpt-4-turbo	post	7	8	NQ	GPT4	11			proprietary	48	0.6	6	0.6	0.76875	0.270111216806049	0.1375	0.0145667895579188	0.00833333333333333	0.0145667895579188	0.0854166666666667	0.270111216806049	0	0	0.90625	0.267563956240396	0.09375	0.267563956240396	6	0.6	0.907692307692308	9	0.9	0.9	0	0	Post	GPT4	No	NQ	High	High
HEx127	gpt-4-turbo	pre	4	2	Q	GPT4	11			proprietary	21	0.5	5	0.5	0.69047619047619	0.0250974417473681	0.285714285714286	0	0	0	0.0238095238095238	0.0250974417473681	0	0	0.976190476190476	0.0250974417473681	0.0238095238095238	0.0250974417473681	5	0.5	0.9	10	1	1	0	0	Pre	GPT4	No	Q	Low	Low
HEx127	gpt-4-turbo	post	4	5	Q	GPT4	11			proprietary	24	0.6	6	0.6	0.6375	0.30495521832752	0.179166666666667	0.0681829872701865	0	0	0	0	0.183333333333333	0.369663677642125	0.816666666666667	0.369663677642125	0.183333333333333	0.369663677642125	6	0.6	0.83	8	0.8	0.8	4	1	Post	GPT4	No	Q	Low	Low
HEx13	gpt-4-turbo	pre	5	3	Q	GPT4	11			proprietary	47	0.9	9	0.9	0.702127659574468	0	0.295744680851064	0.00672825034078378	0.00212765957446809	0.00672825034078379	0	0	0	0	0.997872340425532	0.0067282503407838	0.00212765957446809	0.00672825034078379	9	0.9	0.985714285714286	10	1	1	0	0	Pre	GPT4	No	Q	Low	Low
HEx13	gpt-4-turbo	post	5	4	QQ	GPT4	11			proprietary	44	1	10	1	0.863636363636364	0	0.136363636363636	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	GPT4	No	QQ	Low	Low
HEx132	gpt-4-turbo	pre	7	3	Q	GPT4	11			proprietary	363	1	10	1	0.0165289256198347	0	0.983471074380165	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4	No	Q	High	Low
HEx132	gpt-4-turbo	post	7	7	NQ	GPT4	11			proprietary	18	0.1	1	0.1	0.427777777777778	0.108139269041899	0.261111111111111	0.0374971420950307	0.0722222222222222	0.0374971420950307	0.238888888888889	0.108139269041899	0	0	0.688888888888889	0.128833534303156	0.311111111111111	0.128833534303156	1	0.1	0.673333333333333	10	1	1	0	0	Post	GPT4	No	NQ	High	High
HEx140	gpt-4-turbo	post	6	13	NQ	GPT4	11			proprietary	106	0.1	1	0.1	0.44811320754717	0.230194263945726	0.0547169811320755	0.00397770774863947	0.00188679245283019	0.00397770774863947	0.437735849056604	0.275411383075598	0.0575471698113208	0.181980129500256	0.502830188679245	0.231897717885408	0.497169811320755	0.231897717885408	1	0.1	0.766666666666667	1	0.1	0.457608695652174	1	0	Post	GPT4	No	NQ	High	High
HEx141	gpt-4-turbo	post	4	5	NQ	GPT4	11			proprietary	609	0.4	4	0.4	0.971100164203613	0.0135671009390955	0.013136288998358	0	0	0	0.0157635467980296	0.0135671009390955	0	0	0.984236453201971	0.0135671009390955	0.0157635467980296	0.0135671009390955	4	0.4	0.8	4	0.4	0.987878787878788	0	0	Post	GPT4	No	NQ	Low	Low
HEx151	gpt-4-turbo	post	4	5	QQ	GPT4	11			proprietary	70	1	10	1	0.9	0	0.1	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	GPT4	No	QQ	Low	Low
HEx16	gpt-4-turbo	post	6	5	Q	GPT4	11			proprietary	16	0.7	7	0.7	0.61875	0.0197642353760524	0.35625	0.030190368221228	0.0125	0.0263523138347365	0.00625	0.0197642353760524	0.00625	0.0197642353760524	0.975	0.0437003686737563	0.025	0.0437003686737563	10	1	1	9	0.9	0.975	1	0	Post	GPT4	No	Q	High	Low
HEx160	gpt-4-turbo	pre	8	4	Q	GPT4	11			proprietary	16	0.2	2	0.2	0.3125	0	0.6375	0.0263523138347365	0.05	0.0263523138347365	0	0	0	0	0.95	0.0263523138347365	0.05	0.0263523138347365	2	0.2	0.942857142857143	10	1	1	0	0	Pre	GPT4	No	Q	High	Low
HEx160	gpt-4-turbo	post	8	8	NQ	GPT4	11			proprietary	17	0.4	4	0.4	0.494117647058823	0.235620688404703	0.205882352941176	0.0499903873881646	0.0294117647058824	0.0499903873881646	0.270588235294118	0.235620688404703	0	0	0.7	0.269491953702411	0.3	0.269491953702411	4	0.4	0.673333333333333	10	1		0	0	Post	GPT4	No	NQ	High	High
HEx161	gpt-4-turbo	post	5	6	QQ	GPT4	11			proprietary	13	0.6	6	0.6	0.615384615384615	0	0.323076923076923	0.0794458122298957	0	0	0	0	0.0615384615384615	0.0794458122298957	0.938461538461538	0.0794458122298957	0.0615384615384615	0.0794458122298957	6	0.6	0.96	10	1		4	0	Post	GPT4	No	QQ	Low	High
HEx20	gpt-4-turbo	pre	5	2	S	GPT4	11			proprietary	29	0.9	9	0.9	0.586206896551724	0	0.372413793103448	0.130852868696623	0	0	0	0	0.0413793103448276	0.130852868696623	0.958620689655172	0.130852868696623	0.0413793103448276	0.130852868696623	9	0.9	0.95	9	0.9	0.960869565217391	1	0	Pre	GPT4	No	S	Low	Low
HEx20	gpt-4-turbo	post	5	3	QQ	GPT4	11			proprietary	28	1	10	1	0.821428571428571	0	0.178571428571429	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	GPT4	No	QQ	Low	Low
HEx24	gpt-4-turbo	pre	3	1	S	GPT4	11			proprietary	31	1	10	1	0.806451612903226	0	0.193548387096774	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4	No	S	Low	Low
HEx24	gpt-4-turbo	post	3	2	Q	GPT4	11			proprietary	35	0.6	6	0.6	0.748571428571429	0.168654808542314	0.16	0.0276026223736942	0.00571428571428571	0.018070158058105	0.08	0.168654808542314	0.00571428571428571	0.0120467720387367	0.908571428571429	0.164847211607	0.0914285714285714	0.164847211607	6	0.6	0.933333333333333	8	0.8	0.885714285714286	2	0	Post	GPT4	No	Q	Low	Low
HEx30	gpt-4-turbo	post	6	5	Q	GPT4	11			proprietary	14	0.8	8	0.8	0.7	0.0301169300968417	0.271428571428571	0.0451753951452626	0.0142857142857143	0.0451753951452626	0.0142857142857143	0.0301169300968417	0	0	0.971428571428571	0.0690065559342354	0.0285714285714286	0.0690065559342354	8	0.8	0.972727272727273	10	1		0	0	Post	GPT4	No	Q	High	Low
HEx37	gpt-4-turbo	post	3	2	S	GPT4	11			proprietary	43	0.4	4	0.4	0.86046511627907	0	0.111627906976744	0.0240185013718289	0	0	0	0	0.027906976744186	0.0240185013718289	0.972093023255814	0.0240185013718289	0.027906976744186	0.0240185013718289	4	0.4	0.9	10	1	1	6	0	Post	GPT4	No	S	Low	Low
HEx42	gpt-4-turbo	post	8	10	NQ	GPT4	11			proprietary	81	0.1	1	0.1	0.488888888888889	0.296136216473392	0.0716049382716049	0.00520539532538005	0	0	0.412345679012346	0.301688474949952	0.0271604938271605	0.0572593485791805	0.560493827160494	0.296079024133015	0.439506172839506	0.296079024133015	1	0.1	0.569230769230769	1	0.1	0.53125	2	0	Post	GPT4	No	NQ	High	High
HEx45	gpt-4-turbo	pre	1	2	S	GPT4	11			proprietary	10	1	10	1	0.5	0	0.5	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4	No	S	Low	Low
HEx45	gpt-4-turbo	post	1	1	S	GPT4	11			proprietary	10	1	10	1	0.6	0	0.4	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	GPT4	No	S	Low	Low
HEx50	gpt-4-turbo	post	2	3	NQ	GPT4	11			proprietary	22	0.5	5	0.5	0.463636363636364	0.046945252681302	0.5	0	0	0	0.0363636363636364	0.046945252681302	0	0	0.963636363636364	0.046945252681302	0.0363636363636364	0.046945252681302	8	0.8	0.971428571428571	6	0.6	0.6	0	0	Post	GPT4	No	NQ	Low	Low
HEx60	gpt-4-turbo	pre	2	1	S	GPT4	11			proprietary	7	1	10	1	0.428571428571429	0	0.571428571428571	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4	No	S	Low	Low
HEx65	gpt-4-turbo	pre	3	2	S	GPT4	11			proprietary	13	1	10	1	0.769230769230769	0	0.230769230769231	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4	No	S	Low	Low
HEx65	gpt-4-turbo	post	3	2	NQ	GPT4	11			proprietary	25	0.6	6	0.6	0.648	0.0413118223595458	0.304	0.0206559111797729	0.016	0.0206559111797729	0.032	0.0413118223595458	0	0	0.952	0.0619677335393187	0.048	0.0619677335393187	6	0.6	0.977777777777778	6	0.6	0.866666666666667	0	0	Post	GPT4	No	NQ	Low	Low
HEx71	gpt-4-turbo	post	5	5	QQ	GPT4	11			proprietary	18	0.1	1	0.1	0.677777777777778	0.0234242789642102	0.255555555555556	0.0702728368926307	0.0222222222222222	0.0702728368926306	0	0	0.0444444444444444	0.0234242789642102	0.933333333333333	0.0573775310549247	0.0666666666666667	0.0573775310549247	1	0.1	0.909090909090909	10	1	1	8	0	Post	GPT4	No	QQ	Low	Low
HEx73	gpt-4-turbo	post	5	4	NQ	GPT4	11			proprietary	78	0.2	2	0.2	0.756410256410256	0.212904593283438	0.0743589743589744	0.00540560283789467	0.00256410256410256	0.00540560283789467	0.166666666666667	0.212904593283438	0	0	0.830769230769231	0.211769277510948	0.169230769230769	0.211769277510948	5	0.5	0.891666666666667	2	0.2	0.808064516129032	0	0	Post	GPT4	No	NQ	Low	Low
HEx74	gpt-4-turbo	pre	5	4	Q	GPT4	11			proprietary	9	1	10	1	0.444444444444444	0	0.555555555555556	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4	No	Q	Low	Low
HEx74	gpt-4-turbo	post	5	4	Q	GPT4	11			proprietary	16	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0	Post	GPT4	No	Q	Low	Low
HEx80	gpt-4-turbo	post	6	5	Q	GPT4	11			proprietary	16	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0	Post	GPT4	No	Q	High	Low
HEx84	gpt-4-turbo	pre	2	1	S	GPT4	11			proprietary	8	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4	No	S	Low	Low
HEx84	gpt-4-turbo	post	2	5	NQ	GPT4	11			proprietary	13	0.9	9	0.9	0.692307692307692	0	0.292307692307692	0.048650425541052	0	0	0	0	0.0153846153846154	0.048650425541052	0.984615384615385	0.048650425541052	0.0153846153846154	0.048650425541052	9	0.9	0.99	10	1	1	1	0	Post	GPT4	No	NQ	Low	Low
HEx86	gpt-4-turbo	post	4	2	NQ	GPT4	11			proprietary	15	0.6	6	0.6	0.506666666666667	0.0644061188719531	0.446666666666667	0.0322030594359765	0.00666666666666667	0.0210818510677892	0.02	0.0632455532033676	0.02	0.0449965705140369	0.953333333333333	0.0706233270314253	0.0466666666666667	0.0706233270314253	6	0.6	0.936363636363636	10	1		2	0	Post	GPT4	No	NQ	Low	Low
HEx90	gpt-4-turbo	pre	3	1	S	GPT4	11			proprietary	50	0.4	4	0.4	0.372	0.299510712106707	0.28	0	0	0	0.348	0.299510712106707	0	0	0.652	0.299510712106707	0.348	0.299510712106707	4	0.4	0.8	4	0.4	0.631818181818182	0	0	Pre	GPT4	No	S	Low	Low
HEx90	gpt-4-turbo	post	3	1	S	GPT4	11			proprietary	42	1	10	1	0.80952380952381	0	0.19047619047619	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	GPT4	No	S	Low	Low
HEx99	gpt-4-turbo	pre	7	2	S	GPT4	11			proprietary	15	1	10	1	0.466666666666667	0	0.533333333333333	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4	No	S	High	Low
HEx99	gpt-4-turbo	post	7	3	S	GPT4	11			proprietary	20	0.5	5	0.5	0.72	0.113529242439509	0.175	0.0353553390593274	0.015	0.0241522945769824	0.05	0.0849836585598797	0.04	0.126491106406735	0.895	0.138343373129648	0.105	0.138343373129648	5	0.5	0.892857142857143	9	0.9	0.975	1	0	Post	GPT4	No	S	High	Low
HEx0	gpt-4o	post	5	4	QQ	GPT4o	4			proprietary	33	1	10	1	0.878787878787879	0	0.121212121212121	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	GPT4o	No	QQ	Low	Low
HEx1	gpt-4o	pre	5	9	NQ	GPT4o	4			proprietary	222	0.1	1	0.1	0.0135135135135135	0.00424688757469398	0.580630630630631	0.31662426723528	0.401351351351351	0.31662426723528	0.0045045045045045	0.00424688757469398	0	0	0.594144144144144	0.318781534458564	0.405855855855856	0.318781534458564	1	0.1	0.727272727272727	1	0.1	0.587203791469194	0	0	Pre	GPT4o	No	NQ	Low	High
HEx101	gpt-4o	post	9	6	QQ	GPT4o	4			proprietary	463	0.8	8	0.8	0.984449244060475	0.000910663113079452	0.0151187904967603	0	0	0	0.000431965442764579	0.000910663113079447	0	0	0.999568034557235	0.000910663113079452	0.000431965442764579	0.000910663113079447	10	1	1	8	0.8	0.999552572706935	0	0	Post	GPT4o	No	QQ	High	High
HEx104	gpt-4o	pre	6	2	S	GPT4o	4			proprietary	25	1	10	1	0.24	0	0.76	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4o	No	S	High	Low
HEx104	gpt-4o	post	6	5	QQ	GPT4o	4			proprietary	15	1	10	1	0.6	0	0.4	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	GPT4o	No	QQ	High	Low
HEx108	gpt-4o	post	2	3	NQ	GPT4o	4			proprietary	12	0.4	4	0.4	0.4	0.165738154335292	0.258333333333333	0.159329226663333	0.025	0.0562457131425461	0.05	0.112491426285092	0.266666666666667	0.344265186329548	0.658333333333333	0.315372599544111	0.341666666666667	0.31537259954411	4	0.4	0.69	10	1		4	0	Post	GPT4o	No	NQ	Low	Low
HEx111	gpt-4o	pre	8	3	Q	GPT4o	4			proprietary	85	1	10	1	0.117647058823529	0	0.882352941176471	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4o	No	Q	High	Low
HEx111	gpt-4o	post	8	10	QQ	GPT4o	4			proprietary	17	0.9	9	0.9	0.705882352941177	0	0.288235294117647	0.0186016332951081	0.00588235294117647	0.0186016332951081	0	0	0	0	0.994117647058824	0.0186016332951081	0.00588235294117647	0.0186016332951081	9	0.9	0.9875	10	1	1	0	0	Post	GPT4o	No	QQ	High	High
HEx114	gpt-4o	post	5	6	QQ	GPT4o	4			proprietary	28	0.4	4	0.4	0.635714285714286	0.129099444873581	0.210714285714286	0.0112938487863156	0.00357142857142857	0.0112938487863156	0.15	0.129099444873581	0	0	0.846428571428571	0.132619261348892	0.153571428571429	0.132619261348892	4	0.4	0.836363636363636	4	0.4	0.807692307692308	0	0	Post	GPT4o	No	QQ	Low	High
HEx120	gpt-4o	pre	7	2	S	GPT4o	4			proprietary	56	1	10	1	0.625	0	0.375	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4o	No	S	High	Low
HEx120	gpt-4o	post	7	8	NQ	GPT4o	4			proprietary	48	0.7	7	0.7	0.764583333333333	0.148309012779416	0.145833333333333	0	0	0	0.0895833333333333	0.148309012779416	0	0	0.910416666666667	0.148309012779416	0.0895833333333333	0.148309012779416	7	0.7	0.930769230769231	7	0.7	0.896969696969697	0	0	Post	GPT4o	No	NQ	High	High
HEx127	gpt-4o	pre	4	2	Q	GPT4o	4			proprietary	21	0.5	5	0.5	0.69047619047619	0.0250974417473681	0.285714285714286	0	0	0	0.0238095238095238	0.0250974417473681	0	0	0.976190476190476	0.0250974417473681	0.0238095238095238	0.0250974417473681	5	0.5	0.9	10	1	1	0	0	Pre	GPT4o	No	Q	Low	Low
HEx127	gpt-4o	post	4	5	Q	GPT4o	4			proprietary	24	0.6	6	0.6	0.775	0.0215165741455967	0.208333333333333	0	0	0	0.00416666666666667	0.0131761569173682	0.0125	0.0201269121474853	0.983333333333333	0.0215165741455967	0.0166666666666667	0.0215165741455968	6	0.6	0.96	10	1	1	3	0	Post	GPT4o	No	Q	Low	Low
HEx13	gpt-4o	pre	5	3	Q	GPT4o	4			proprietary	47	1	10	1	0.702127659574468	0	0.297872340425532	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4o	No	Q	Low	Low
HEx13	gpt-4o	post	5	4	QQ	GPT4o	4			proprietary	44	1	10	1	0.863636363636364	0	0.136363636363636	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	GPT4o	No	QQ	Low	Low
HEx132	gpt-4o	pre	7	3	Q	GPT4o	4			proprietary	363	0.9	9	0.9	0.0151515151515152	0.00435575435284901	0.885123966942149	0.311000860793419	0.0983471074380165	0.311000860793419	0.00137741046831956	0.00435575435284901	0	0	0.900275482093664	0.315356615146268	0.0997245179063361	0.315356615146268	9	0.9	0.91	9	0.9	0.9	0	0	Pre	GPT4o	No	Q	High	Low
HEx132	gpt-4o	post	7	7	NQ	GPT4o	4			proprietary	18	0.5	5	0.5	0.527777777777778	0.180020574955774	0.277777777777778	0.0740740740740741	0.0555555555555556	0.0740740740740741	0.138888888888889	0.180020574955774	0	0	0.805555555555556	0.234608508505925	0.194444444444444	0.234608508505925	5	0.5	0.8	10	1	1	0	0	Post	GPT4o	No	NQ	High	High
HEx138	gpt-4o	post	13	14	NQ	GPT4o	4			proprietary	49	0.2	2	0.2	0.816326530612245	0	0.148979591836735	0.0236633022189471	0.0346938775510204	0.0236633022189471	0	0	0	0	0.96530612244898	0.023663302218947	0.0346938775510204	0.0236633022189471	4	0.4	0.966666666666667	10	1	1	0	0	Post	GPT4o	No	NQ	High	High
HEx141	gpt-4o	post	4	5	NQ	GPT4o	4			proprietary	609	0.5	5	0.5	0.984072249589491	0.00826654616224916	0.0126436781609195	0.000793178803841786	0.000492610837438424	0.000793178803841786	0.00279146141215107	0.00826654616224917	0	0	0.996715927750411	0.0081184438829728	0.00328407224958949	0.00811844388297281	8	0.8	0.958333333333333	9	0.9	0.997979797979798	0	0	Post	GPT4o	No	NQ	Low	Low
HEx151	gpt-4o	post	4	5	QQ	GPT4o	4			proprietary	70	1	10	1	0.9	0	0.1	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Post	GPT4o	No	QQ	Low	Low
HEx16	gpt-4o	post	6	5	Q	GPT4o	4			proprietary	16	0.7	7	0.7	0.625	0	0.35625	0.030190368221228	0	0	0	0	0.01875	0.030190368221228	0.98125	0.030190368221228	0.01875	0.030190368221228	10	1	1	10	1	1	3	0	Post	GPT4o	No	Q	High	Low
HEx160	gpt-4o	pre	8	4	Q	GPT4o	4			proprietary	16	0.7	7	0.7	0.3125	0	0.64375	0.0979388272795263	0.04375	0.0979388272795263	0	0	0	0	0.95625	0.0979388272795263	0.04375	0.0979388272795263	7	0.7	0.957142857142857	9	0.9	0.95	0	0	Pre	GPT4o	No	Q	High	Low
HEx160	gpt-4o	post	8	8	NQ	GPT4o	4			proprietary	17	1	10	1	0.764705882352941	0	0.235294117647059	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0	Post	GPT4o	No	NQ	High	High
HEx161	gpt-4o	post	5	6	QQ	GPT4o	4			proprietary	13	1	10	1	0.615384615384615	0	0.384615384615385	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1		0	0	Post	GPT4o	No	QQ	Low	High
HEx20	gpt-4o	pre	5	2	S	GPT4o	4			proprietary	29	1	10	1	0.586206896551724	0	0.413793103448276	0	0	0	0	0	0	0	1	0	0	0	10	1	1	10	1	1	0	0	Pre	GPT4o	No	S	Low	Low
